0.09	0.08	-4.089740978	-4.035854972	
0.09	0.082	-4.113776657	-4.058189188	
0.09	0.084	-4.131130296	-4.075041287	
0.09	0.086	-4.141677652	-4.08677171	
0.09	0.088	-4.145347893	-4.092981397	
0.09	0.09	-4.142091399	-4.092936146	
0.09	0.092	-4.131792948	-4.087053704	
0.09	0.094	-4.114333059	-4.074974714	
0.09	0.096	-4.089624032	-4.056570758	
0.09	0.098	-4.057609061	-4.031749615	
0.09	0.1	-4.018260891	-4.000504007	
0.11	0.08	-4.068134054	-4.002967659	
0.11	0.082	-4.088789595	-4.021816748	
0.11	0.084	-4.102920533	-4.036399725	
0.11	0.086	-4.110397528	-4.045446426	
0.11	0.088	-4.111139216	-4.048800246	
0.11	0.09	-4.105078323	-4.046418434	
0.11	0.092	-4.092088771	-4.038010138	
0.11	0.094	-4.072045847	-4.023469414	
0.11	0.096	-4.044856785	-4.002872755	
0.11	0.098	-4.010459737	-3.975882679	
0.11	0.1	-3.968822598	-3.942553519	
0.13	0.08	-4.050756717	-3.975230308	
0.13	0.082	-4.068173189	-3.991330824	
0.13	0.084	-4.079204148	-4.002826205	
0.13	0.086	-4.083716664	-4.009277047	
0.13	0.088	-4.081620159	-4.010035287	
0.13	0.09	-4.072833032	-4.005112482	
0.13	0.092	-4.057221118	-3.99420104	
0.13	0.094	-4.034655726	-3.97747408	
0.13	0.096	-4.005040011	-3.954525914	
0.13	0.098	-3.96830809	-3.925206464	
0.13	0.1	-3.924423787	-3.889637708	
0.15	0.08	-4.036875625	-3.952492436	
0.15	0.082	-4.051172228	-3.965267082	
0.15	0.084	-4.059208157	-3.973635699	
0.15	0.086	-4.060847628	-3.977517885	
0.15	0.088	-4.055991998	-3.975337298	
0.15	0.09	-4.044547947	-3.96792361	
0.15	0.092	-4.02637516	-3.954583369	
0.15	0.094	-4.001341958	-3.935460136	
0.15	0.096	-3.96934818	-3.910483493	
0.15	0.098	-3.930324606	-3.879144551	
0.15	0.1	-3.884231624	-3.841420404	
0.17	0.08	-4.025965292	-3.933290946	
0.17	0.082	-4.03724454	-3.943212343	
0.17	0.084	-4.042376496	-3.94884552	
0.17	0.086	-4.041222999	-3.9492701	
0.17	0.088	-4.033678285	-3.944924871	
0.17	0.09	-4.019639355	-3.934669603	
0.17	0.092	-3.998961265	-3.918895789	
0.17	0.094	-3.971509867	-3.897454571	
0.17	0.096	-3.937182464	-3.870209657	
0.17	0.098	-3.895907028	-3.836635451	
0.17	0.1	-3.847641056	-3.796714577	
