0.09	0.08	-4.076571159	-4.01554313	
0.09	0.082	-4.107854938	-4.041000774	
0.09	0.084	-4.129462829	-4.061069419	
0.09	0.086	-4.14194677	-4.075434565	
0.09	0.088	-4.146193577	-4.083180821	
0.09	0.09	-4.143344337	-4.084973554	
0.09	0.092	-4.134403415	-4.078803432	
0.09	0.094	-4.118844293	-4.065848267	
0.09	0.096	-4.094755007	-4.046682178	
0.09	0.098	-4.059999347	-4.020388642	
0.09	0.1	-4.012300955	-3.985490548	
0.11	0.08	-4.057932854	-3.98308629	
0.11	0.082	-4.085094377	-4.00563856	
0.11	0.084	-4.103022656	-4.023195819	
0.11	0.086	-4.112249611	-4.035060918	
0.11	0.088	-4.113626863	-4.040350458	
0.11	0.09	-4.108215821	-4.039789765	
0.11	0.092	-4.096823067	-4.031035717	
0.11	0.094	-4.078744902	-4.015542973	
0.11	0.096	-4.052058803	-3.993898205	
0.11	0.098	-4.014635654	-3.964990712	
0.11	0.1	-3.964206916	-3.927549018	
0.13	0.08	-4.043706978	-3.958459578	
0.13	0.082	-4.066979284	-3.977773518	
0.13	0.084	-4.081410871	-3.992090275	
0.13	0.086	-4.087521263	-4.001384881	
0.13	0.088	-4.08612651	-4.00398264	
0.13	0.09	-4.078199378	-4.001250737	
0.13	0.092	-4.064360935	-3.989155512	
0.13	0.094	-4.043767569	-3.971170026	
0.13	0.096	-4.014491023	-3.946988182	
0.13	0.098	-3.974409153	-3.915352072	
0.13	0.1	-3.921260992	-3.875349945	
0.15	0.08	-4.033155388	-3.94037116	
0.15	0.082	-4.052736962	-3.956606923	
0.15	0.084	-4.063829546	-3.967529803	
0.15	0.086	-4.0669434	-3.973128268	
0.15	0.088	-4.062856327	-3.973394687	
0.15	0.09	-4.052447387	-3.967580462	
0.15	0.092	-4.036168576	-3.952734887	
0.15	0.094	-4.013064646	-3.931873499	
0.15	0.096	-3.981204616	-3.904878103	
0.15	0.098	-3.938473133	-3.870643186	
0.15	0.1	-3.882616705	-3.827861161	
0.17	0.08	-4.025748186	-3.927402879	
0.17	0.082	-4.041809739	-3.939862835	
0.17	0.084	-4.049699934	-3.947869793	
0.17	0.086	-4.049919388	-3.950691191	
0.17	0.088	-4.043205364	-3.947727029	
0.17	0.09	-4.030341256	-3.938492176	
0.17	0.092	-4.011627343	-3.920558129	
0.17	0.094	-3.986018094	-3.897041459	
0.17	0.096	-3.951581972	-3.867164974	
0.17	0.098	-3.90621031	-3.830097034	
0.17	0.1	-3.847656865	-3.784510821	
