0.3	0.95	-3.44853
0.3	1	-1.98611
0.3	1.05	0.257764
0.3	1.1	3.45354
0.3	1.15	7.78301
0.3	1.2	13.4669
0.3	1.25	20.7254
0.6	0.95	-1.40665
0.6	1	0.208856
0.6	1.05	2.59625
0.6	1.1	5.92629
0.6	1.15	10.3846
0.6	1.2	16.1892
0.6	1.25	23.5651
0.9	0.95	0.427253
0.9	1	2.20215
0.9	1.05	4.74364
0.9	1.1	8.22155
0.9	1.15	12.8228
0.9	1.2	18.7633
0.9	1.25	26.2707
1.2	0.95	2.13245
1.2	1	4.06443
1.2	1.05	6.76094
1.2	1.1	10.3905
1.2	1.15	15.14
1.2	1.2	21.2234
1.2	1.25	28.8696
