0.3	0.95	-6.279073064	-3.31620902	-20.45437162
0.3	0.97	-6.34870774	-3.442032469	-20.70336303
0.3	0.99	-6.403966519	-3.556317768	-20.90483312
0.3	1.01	-6.443638239	-3.657814208	-21.05464252
0.3	1.03	-6.466490982	-3.745152184	-21.14859872
0.3	1.05	-6.471273544	-3.81689377	-21.18245608
0.3	1.07	-6.45671212	-3.871721407	-21.15191583
0.3	1.09	-6.421513841	-3.908317888	-21.05262607
0.3	1.11	-6.364375973	-3.925238462	-20.88018185
0.3	1.13	-6.28399318	-3.921393557	-20.63012511
0.3	1.15	-6.179036649	-3.895216344	-20.29794474
0.6	0.95	-5.044216937	0.5832809961	-7.889192871
0.6	0.97	-5.068858991	0.5018618406	-7.937855698
0.6	0.99	-5.079660104	0.4294929522	-7.964758657
0.6	1.01	-5.075433501	0.3671674136	-7.967664674
0.6	1.03	-5.054968009	0.3160581632	-7.944322342
0.6	1.05	-5.017027047	0.2778768741	-7.892465931
0.6	1.07	-4.960350051	0.2539549836	-7.809815414
0.6	1.09	-4.883655291	0.245817099	-7.694076477
0.6	1.11	-4.785645449	0.2550990632	-7.542940538
0.6	1.13	-4.665007802	0.2829568879	-7.354084757
0.6	1.15	-4.520402522	0.3310256587	-7.125172057
0.9	0.95	-3.973471785	4.243545586	-3.915187142
0.9	0.97	-3.957616117	4.206998112	-3.900698192
0.9	0.99	-3.928223891	4.17748647	-3.872819632
0.9	1.01	-3.884132494	4.156122265	-3.829948486
0.9	1.03	-3.824151875	4.145080056	-3.770480377
0.9	1.05	-3.747065024	4.144307591	-3.692809553
0.9	1.07	-3.65162974	4.15644259	-3.595328898
0.9	1.09	-3.536580844	4.182348564	-3.476429955
0.9	1.11	-3.400632983	4.22371653	-3.334502939
0.9	1.13	-3.242479366	4.281847545	-3.167936747
0.9	1.15	-3.060785125	4.358587703	-2.975118979
1.2	0.95	-3.00103004	7.77364454	-2.022667553
1.2	0.97	-2.947485758	7.777049	-1.979569072
1.2	0.99	-2.880617631	7.788344425	-1.927038366
1.2	1.01	-2.799281273	7.806883933	-1.863789502
1.2	1.03	-2.702303507	7.835178901	-1.788541622
1.2	1.05	-2.588483976	7.872043409	-1.70001896
1.2	1.07	-2.456596564	7.92100154	-1.596950859
1.2	1.09	-2.305390921	7.982353336	-1.47807179
1.2	1.11	-2.133593704	8.057628246	-1.342121363
1.2	1.13	-1.939907369	8.148191693	-1.187844347
1.2	1.15	-1.723005607	8.255842739	-1.013990679
