0.09	0.08	-4.069265508	-4.003577006	
0.09	0.082	-4.095308723	-4.03086244	
0.09	0.084	-4.114767036	-4.055900395	
0.09	0.086	-4.1271965	-4.078081773	
0.09	0.088	-4.132319339	-4.094163395	
0.09	0.09	-4.13005031	-4.100331937	
0.09	0.092	-4.120486317	-4.096871589	
0.09	0.094	-4.103878626	-4.08282229	
0.09	0.096	-4.080616506	-4.058149192	
0.09	0.098	-4.051167311	-4.024235981	
0.09	0.1	-4.016095086	-3.981736494	
0.11	0.08	-4.041189518	-3.958099135	
0.11	0.082	-4.064192137	-3.987885145	
0.11	0.084	-4.080760688	-4.015938328	
0.11	0.086	-4.090466699	-4.040678208	
0.11	0.088	-4.093030493	-4.057810833	
0.11	0.09	-4.088337476	-4.0643044	
0.11	0.092	-4.076431198	-4.057604779	
0.11	0.094	-4.057502552	-4.040733541	
0.11	0.096	-4.031879532	-4.012813179	
0.11	0.098	-3.999990672	-3.972206459	
0.11	0.1	-3.962387236	-3.921724786	
0.13	0.08	-4.01756282	-3.915034193	
0.13	0.082	-4.03762962	-3.950167391	
0.13	0.084	-4.051396738	-3.983781438	
0.13	0.086	-4.058457987	-4.013930458	
0.13	0.088	-4.058535009	-4.032932056	
0.13	0.09	-4.051488335	-4.037509098	
0.13	0.092	-4.037318469	-4.030059537	
0.13	0.094	-4.016165621	-4.009116601	
0.13	0.096	-3.988303402	-3.974213864	
0.13	0.098	-3.95412674	-3.926073811	
0.13	0.1	-3.914171456	-3.86410341	
0.15	0.08	-3.997724048	-3.87470891	
0.15	0.082	-4.014951603	-3.919620048	
0.15	0.084	-4.026005346	-3.963087542	
0.15	0.086	-4.030501613	-3.996323213	
0.15	0.088	-4.028160671	-4.017282259	
0.15	0.09	-4.018825669	-4.020952457	
0.15	0.092	-4.002461641	-4.009769492	
0.15	0.094	-3.979164991	-3.982541152	
0.15	0.096	-3.94916729	-3.940216463	
0.15	0.098	-3.912835547	-3.877974307	
0.15	0.1	-3.870680043	-3.801094526	
0.17	0.08	-3.981210021	-3.845457009	
0.17	0.082	-3.995692632	-3.896904823	
0.17	0.084	-4.004117399	-3.945413569	
0.17	0.086	-4.006123043	-3.985132369	
0.17	0.088	-4.001431369	-4.005910312	
0.17	0.09	-3.989869367	-4.007486749	
0.17	0.092	-3.971373821	-3.99059336	
0.17	0.094	-3.94600485	-3.953658547	
0.17	0.096	-3.913965846	-3.896532585	
0.17	0.098	-3.87559423	-3.822244352	
0.17	0.1	-3.831370314	-3.730649146	
