    r     rho_a(r)         V(r)  F(rho_a(r))
 2.04   0.00638957      1.34129     -1.76258
2.034   0.00647683      1.37618     -1.78544
2.028   0.00656527       1.4118     -1.80856
2.022   0.00665492      1.44817     -1.83195
2.016   0.00674578       1.4853      -1.8556
 2.01   0.00683789       1.5232     -1.87951
2.004   0.00693125      1.56188     -1.90369
1.998   0.00702588      1.60137     -1.92814
1.992   0.00712182      1.64166     -1.95287
1.986   0.00721907      1.68278     -1.97786
 1.98   0.00731766      1.72474     -2.00313
1.974   0.00741761      1.76755     -2.02867
1.968   0.00751894      1.81122      -2.0545
1.962   0.00762167      1.85578      -2.0806
1.956   0.00772583      1.90124     -2.10698
 1.95   0.00783144       1.9476     -2.13365
1.944   0.00793852      1.99489     -2.16059
1.938    0.0080471      2.04312     -2.18783
1.932   0.00815721      2.09231     -2.21535
1.926   0.00826887      2.14246     -2.24315
 1.92    0.0083821      2.19361     -2.27124
1.914   0.00849694      2.24576     -2.29962
1.908   0.00861341      2.29893      -2.3283
1.902   0.00873155      2.35314     -2.35726
1.896   0.00885137       2.4084     -2.38651
 1.89   0.00897292      2.46473     -2.41605
1.884   0.00909623      2.52215     -2.44589
1.878   0.00922132      2.58068     -2.47601
1.872   0.00934823      2.64033     -2.50643
1.866     0.009477      2.70112     -2.53714
 1.86   0.00960766      2.76307     -2.56814
1.854   0.00974024       2.8262     -2.59943
1.848    0.0098748      2.89053     -2.63101
1.842    0.0100114      2.95607     -2.66288
1.836      0.01015      3.02286     -2.69504
 1.83    0.0102907       3.0909     -2.72748
1.824    0.0104335      3.16021     -2.76021
1.818    0.0105785      3.23082     -2.79322
1.812    0.0107257      3.30276      -2.8265
1.806    0.0108752      3.37603     -2.86007
  1.8    0.0110271      3.45066     -2.89391
1.794    0.0111813      3.52667     -2.92801
1.788    0.0113379      3.60408     -2.96239
1.782     0.011497      3.68293     -2.99702
1.776    0.0116586      3.76322     -3.03191
 1.77    0.0118229      3.84498     -3.06705
1.764    0.0119898      3.92824     -3.10243
1.758    0.0121594      4.01302     -3.13805
1.752    0.0123318      4.09934      -3.1739
1.746    0.0125071      4.18723     -3.20996
 1.74    0.0126853      4.27671     -3.24624
1.734    0.0128665      4.36781     -3.28272
1.728    0.0130508      4.46055     -3.31938
1.722    0.0132382      4.55497     -3.35623
1.716    0.0134289      4.65108     -3.39323
 1.71     0.013623      4.74891     -3.43038
1.704    0.0138204      4.84849     -3.46766
1.698    0.0140214      4.94985     -3.50506
1.692     0.014226      5.05301     -3.54255
1.686    0.0144343      5.15801      -3.5801
 1.68    0.0146464      5.26487     -3.61771
1.674    0.0148624      5.37362     -3.65536
1.668    0.0150825       5.4843     -3.69304
1.662    0.0153068      5.59693     -3.73074
1.656    0.0155354      5.71154     -3.76847
 1.65    0.0157683      5.82817      -3.8062
1.644    0.0160059      5.94685     -3.84394
1.638    0.0162481       6.0676     -3.88167
1.632    0.0164952      6.19047     -3.91939
1.626    0.0167473      6.31548     -3.95709
 1.62    0.0170045      6.44267     -3.99476
1.614     0.017267      6.57208      -4.0324
1.608    0.0175351      6.70373     -4.06999
1.602    0.0178088      6.83767     -4.10754
1.596    0.0180884      6.97393     -4.14502
 1.59    0.0183741      7.11254     -4.18243
1.584     0.018666      7.25355     -4.21977
1.578    0.0189644      7.39699     -4.25703
1.572    0.0192695      7.54291     -4.29421
1.566    0.0195816      7.69133     -4.33128
 1.56    0.0199008      7.84231     -4.36826
1.554    0.0202275      7.99587     -4.40514
1.548     0.020562      8.15207     -4.44191
1.542    0.0209044      8.31094     -4.47857
1.536     0.021255      8.47253     -4.51513
 1.53    0.0216143      8.63687     -4.55158
1.524    0.0219824      8.80402     -4.58792
1.518    0.0223598      8.97402     -4.62418
1.512    0.0227468      9.14691     -4.66035
1.506    0.0231437      9.32275     -4.69646
  1.5    0.0235508      9.50156     -4.73252
1.494    0.0239687      9.68342     -4.76856
1.488    0.0243977      9.86835     -4.80461
1.482    0.0248383      10.0564     -4.84071
1.476    0.0252908      10.2477     -4.87691
 1.47    0.0257557      10.4422     -4.91326
1.464    0.0262336      10.6399     -4.94984
1.458    0.0267249      10.8411     -4.98673
1.452    0.0272303      11.0456     -5.02402
1.446    0.0277501      11.2535     -5.06184
 1.44     0.028285       11.465     -5.10032
1.434    0.0288356        11.68     -5.13961
1.428    0.0294026      11.8986     -5.17987
1.422    0.0299865      12.1209     -5.22104
1.416    0.0305882       12.347     -5.26295
 1.41    0.0312082      12.5769      -5.3054
1.404    0.0318473      12.8106     -5.34815
1.398    0.0325063      13.0482     -5.39091
1.392    0.0331861      13.2898     -5.43335
1.386    0.0338874      13.5355     -5.47506
 1.38    0.0346111      13.7853     -5.51557
1.374    0.0353583      14.0393     -5.55434
1.368    0.0361297      14.2975     -5.59072
1.362    0.0369265      14.5601     -5.62397
1.356    0.0377496       14.827     -5.65323
 1.35    0.0386002      15.0985     -5.67751
1.344    0.0394793      15.3744     -5.69565
1.338    0.0403883       15.655     -5.70635
1.332    0.0413282      15.9403     -5.70808
1.326    0.0423004      16.2304      -5.6991
 1.32    0.0433062      16.5254     -5.67743
1.314     0.044347      16.8252     -5.64078
1.308    0.0454242      17.1301     -5.58654
1.302    0.0465394      17.4401     -5.51175
1.296    0.0476941      17.7553       -5.413
 1.29      0.04889      18.0758     -5.28643
1.284    0.0501288      18.4016     -5.12763
1.278    0.0514122      18.7329      -4.9316
1.272    0.0527421      19.0697     -4.69263
1.266    0.0541203      19.4122     -4.40425
 1.26     0.055549      19.7605      -4.0591
1.254    0.0570302      20.1146     -3.64885
1.248     0.058566      20.4746     -3.16427
1.242    0.0601586      20.8407     -2.60213
1.236    0.0618105      21.2129     -1.96759
 1.23    0.0635241      21.5914     -1.26843
1.224    0.0653018      21.9763    -0.515207
1.218    0.0671464      22.3676       0.2784
1.212    0.0690604      22.7655      1.10283
1.206    0.0710468      23.1702      1.95842
  1.2    0.0731086      23.5816      2.84645
1.194    0.0752487           24      3.76824
1.188    0.0774703      24.4255      4.72515
1.182    0.0797768      24.8582       5.7186
1.176    0.0821716      25.2982      6.75007
 1.17    0.0846581      25.7456      7.82109
1.164    0.0872402      26.2007      8.93324
1.158    0.0899216      26.6634      10.0882
1.152    0.0927063      27.1341      11.2876
1.146    0.0955984      27.6127      12.5333
 1.14    0.0986023      28.0995      13.8271
1.134     0.101722      28.5945       15.171
1.128     0.104963      29.0981      16.5668
1.122     0.108329      29.6102      18.0166
1.116     0.111826      30.1311      19.5227
 1.11     0.115458      30.6609      21.0871
1.104      0.11923      31.1998      22.7121
1.098      0.12315       31.748      24.4002
1.092     0.127221      32.3056      26.1537
1.086      0.13145      32.8728      27.9752
 1.08     0.135843      33.4498      29.8674
1.074     0.140406      34.0368      31.8328
1.068     0.145146      34.6339      33.8744
1.062     0.150069      35.2414      35.9951
1.056     0.155183      35.8595      38.1978
 1.05     0.160495      36.4883      40.4857
1.044     0.166012      37.1281       42.862
1.038     0.171742       37.779        45.33
1.032     0.177693      38.4414      47.8932
1.026     0.183873      39.1153      50.5551
 1.02     0.190291      39.8011      53.3194
1.014     0.196955       40.499      56.1899
1.008     0.203876      41.2092      59.1706
1.002     0.211061       41.932      62.2655
0.996     0.218521      42.6675      65.4788
 0.99     0.226266      43.4162      68.8148
0.984     0.234307      44.1781       72.278
0.978     0.242653      44.9537       75.873
0.972     0.251317      45.7431      79.6047
0.966      0.26031      46.5467       83.478
 0.96     0.269643      47.3647      87.4978
0.954     0.279328      48.1975      91.6696
0.948     0.289379      49.0453      95.9988
0.942     0.299808      49.9085      100.491
0.936     0.310629      50.7873      105.152
 0.93     0.321856      51.6822      109.987
0.924     0.333503      52.5934      115.004
0.918     0.345584      53.5213      120.208
0.912     0.358116      54.4663      125.605
0.906     0.371113      55.4287      131.203
  0.9     0.384593      56.4089      137.009
0.894     0.398572      57.4072       143.03
0.888     0.413067      58.4241      149.274
0.882     0.428096        59.46      155.747
0.876     0.443678      60.5153      162.459
 0.87     0.459832      61.5904      169.416
0.864     0.476578      62.6858      176.629
0.858     0.493936      63.8019      184.106
0.852     0.511928      64.9392      191.855
0.846     0.530575      66.0982      199.887
 0.84       0.5499      67.2793      208.211
0.834     0.569926      68.4831      216.836
0.828     0.590678      69.7101      225.775
0.822     0.612181      70.9608      235.036
0.816      0.63446      72.2358      244.633
 0.81     0.657543      73.5357      254.575
0.804     0.681457       74.861      264.875
0.798     0.706232      76.2124      275.546
0.792     0.731897      77.5904        286.6
0.786     0.758483      78.9958      298.052
 0.78     0.786023      80.4291      309.914
0.774      0.81455      81.8911      322.201
0.768     0.844099      83.3825      334.928
0.762     0.874706      84.9039      348.112
0.756      0.90641      86.4562      361.767
 0.75     0.939248      88.0402      375.911
0.744     0.973263      89.6565      390.562
0.738       1.0085      91.3061      405.738
0.732      1.04499      92.9898      421.457
0.726       1.0828      94.7085       437.74
 0.72      1.12196      96.4631      454.608
0.714      1.16253      98.2545      472.083
0.708      1.20456      100.084      490.186
0.702       1.2481      101.952      508.941
0.696      1.29322       103.86      528.375
 0.69      1.33997      105.808      548.511
0.684      1.38842      107.799      569.378
0.678      1.43863      109.833      591.004
0.672      1.49067      111.912      613.418
0.666      1.54461      114.036      636.653
 0.66      1.60053      116.207      660.739
0.654      1.65851      118.426      685.713
0.648      1.71864      120.695       711.61
0.642      1.78099      123.015      738.467
0.636      1.84567      125.388      766.326
 0.63      1.91277      127.815      795.226
0.624      1.98239      130.297      825.213
0.618      2.05464      132.837      856.332
0.612      2.12963      135.436      888.632
0.606      2.20748      138.096      922.164
  0.6      2.28831      140.818      956.982
0.594      2.37226      143.606      993.141
0.588      2.45947       146.46       1030.7
0.582      2.55007      149.383      1069.73
0.576      2.64422      152.377      1110.28
 0.57      2.74208      155.445      1152.43
0.564      2.84383      158.588      1196.25
0.558      2.94962      161.809      1241.82
0.552      3.05966      165.112      1289.22
0.546      3.17413      168.498      1338.52
 0.54      3.29323       171.97      1389.82
0.534       3.4172      175.532      1443.22
0.528      3.54623      179.186       1498.8
0.522      3.68058      182.936      1556.66
0.516      3.82049      186.785      1616.92
 0.51      3.96621      190.737      1679.69
0.504        4.118      194.795      1745.07
0.498      4.27616      198.963      1813.19
0.492      4.44096      203.246      1884.17
0.486      4.61272      207.647      1958.15
 0.48      4.79173      212.172      2035.26
0.474      4.97833      216.825      2115.63
0.468      5.17284       221.61      2199.41
0.462      5.37561      226.534      2286.75
0.456        5.587      231.601       2377.8
 0.45      5.80736      236.818      2472.71
0.444      6.03706      242.191      2571.65
0.438      6.27648      247.725      2674.77
0.432      6.52599      253.429      2782.24
0.426      6.78597      259.309      2894.22
 0.42       7.0568      265.372      3010.87
0.414      7.33885      271.627      3132.36
0.408       7.6325      278.082      3258.84
0.402      7.93811      284.747      3390.47
0.396      8.25601      291.631       3527.4
 0.39      8.58654      298.744      3669.76
0.384      8.92998      306.097      3817.69
0.378      9.28661      313.701       3971.3
0.372      9.65665      321.569      4130.68
0.366      10.0403      329.714      4295.91
 0.36      10.4376      338.149      4467.06
0.354      10.8487       346.89      4644.13
0.348      11.2735      355.952      4827.11
0.342       11.712      365.353      5015.97
0.336      12.1639      375.111       5210.6
 0.33      12.6288      385.244      5410.86
0.324      13.1064      395.775      5616.55
0.318      13.5959      406.726       5827.4
0.312      14.0966       418.12      6043.06
0.306      14.6075      429.985      6263.12
  0.3      15.1274      442.349      6487.06
0.294      15.6549      455.242      6714.27
0.288      16.1884      468.698      6944.04
0.282      16.7258      482.751      7175.53
0.276       17.265      497.443      7407.77
 0.27      17.8034      512.815      7639.67
0.264      18.3382      528.913         7870
0.258       18.866      545.789      8097.36
0.252      19.3834      563.498       8320.2
0.246      19.8863      582.102      8536.81
 0.24      20.3704      601.667      8745.32
0.234      20.8309      622.267      8943.69
0.228      21.2628      643.986      9129.71
0.222      21.6605      666.912      9301.01
0.216      22.0183      691.148       9455.1
 0.21      22.3299      716.804      9589.34
0.204      22.5891      744.008      9700.97
0.198      22.7893        772.9      9787.18
0.192      22.9237      803.638      9845.09
0.186      22.9858      836.401      9871.83
 0.18       22.969      871.392      9864.59
0.174       22.867      908.842      9820.66
0.168       22.674      949.013      9737.52
0.162      22.3847      992.209      9612.92
0.156      21.9947      1038.78      9444.95
 0.15      21.5007      1089.13      9232.16
0.144      20.9005      1143.73      8973.66
0.138      20.1936      1203.13      8669.17
0.132       19.381         1268      8319.19
0.126       18.466      1339.11      7925.05
 0.12      17.4536       1417.4         7489
0.114      16.3515      1504.01      7014.28
0.108      15.1694      1600.31      6505.12
0.102      13.9194      1708.02      5966.76
0.096      12.6161      1829.28      5405.37
 0.09      11.2756       1966.8         4828
0.084      9.91596      2124.07      4242.37
0.078      8.55635      2305.65      3656.76
0.072       7.2169       2517.6      3079.83
0.066      5.91846      2768.21      2520.56
 0.06      4.68309      3069.09      1988.46
0.054      3.53557      3436.99       1494.2
0.048      2.50707      3897.05       1051.2
0.042       1.6424      4488.75      678.775
0.036      1.01357      5277.92      407.923
 0.03     0.743512      6383.06      291.603
0.024       1.0469      8041.12      422.279
0.018       2.2985        10805      961.368
0.012      5.14647      16333.6      2188.05
0.006      10.6987      32920.8       4579.5
