    T      rho_sub
 0.01 0.09135631767
 0.02 0.09095074839
 0.03 0.09054377765
 0.04 0.09013519114
 0.05 0.08972476605
 0.06 0.08931233074
 0.07 0.08889783029
 0.08 0.08848124752
 0.09 0.08806273591
  0.1 0.08764208096
 0.11 0.08721942735
 0.12 0.08679470274
 0.13 0.08636780897
 0.14 0.08593845914
 0.15 0.08550674561
 0.16 0.08507236094
 0.17 0.08463507881
 0.18 0.0841946813
