    T      rho_sub
 0.01 0.09132714018
 0.02 0.09092260632
 0.03 0.09051876161
 0.04 0.09011805484
 0.05 0.08972069111
 0.06 0.08932622357
 0.07 0.08893414672
 0.08 0.08854399009
 0.09 0.08815533088
  0.1 0.08776777699
 0.11 0.08738097512
 0.12 0.08699459746
 0.13 0.08660837093
 0.14 0.08622203753
 0.15 0.08583535075
 0.16 0.08544808419
 0.17 0.08506002538
 0.18 0.08467098437
