    r     rho_a(r)         V(r)  F(rho_a(r))
2.088    0.0703599     0.417911    -0.326772
2.082    0.0701459     0.440088    -0.325536
2.076    0.0699301     0.462504    -0.324292
 2.07    0.0697128     0.485141     -0.32304
2.064    0.0694939     0.507981    -0.321781
2.058    0.0692736     0.531008    -0.320516
2.052    0.0690522     0.554203    -0.319245
2.046    0.0688296      0.57755    -0.317969
 2.04     0.068606     0.601031     -0.31669
2.034    0.0683816     0.624628    -0.315407
2.028    0.0681565     0.648324    -0.314121
2.022    0.0679307     0.672101    -0.312834
2.016    0.0677045     0.695943    -0.311546
 2.01     0.067478     0.719831    -0.310257
2.004    0.0672512     0.743748    -0.308969
1.998    0.0670244     0.767677    -0.307683
1.992    0.0667975     0.791606    -0.306398
1.986    0.0665707     0.815536    -0.305114
 1.98    0.0663438     0.839466    -0.303833
1.974     0.066117     0.863396    -0.302553
1.968    0.0658901     0.887325    -0.301274
1.962    0.0656633     0.911255    -0.299998
1.956    0.0654364     0.935185    -0.298723
 1.95    0.0652096     0.959114     -0.29745
1.944    0.0649827     0.983044    -0.296179
1.938    0.0647559      1.00697    -0.294909
1.932     0.064529       1.0309    -0.293641
1.926    0.0643022      1.05483    -0.292375
 1.92    0.0640753      1.07876    -0.291111
1.914    0.0638485      1.10269    -0.289849
1.908    0.0636216      1.12662    -0.288588
1.902    0.0633948      1.15055    -0.287329
1.896     0.063168      1.17448    -0.286072
 1.89    0.0629411      1.19841    -0.284817
1.884    0.0627143      1.22234    -0.283564
1.878    0.0624874      1.24627    -0.282312
1.872    0.0622606       1.2702    -0.281062
1.866    0.0620337      1.29413    -0.279814
 1.86    0.0618069      1.31806    -0.278568
1.854      0.06158      1.34199    -0.277324
1.848    0.0613532      1.36592    -0.276081
1.842    0.0611263      1.38985    -0.274841
1.836    0.0608995      1.41378    -0.273602
 1.83    0.0606726      1.43771    -0.272365
1.824    0.0604458      1.46164     -0.27113
1.818    0.0602189      1.48557    -0.269897
1.812    0.0599921       1.5095    -0.268666
1.806    0.0597652      1.53343    -0.267437
  1.8    0.0595384      1.55736    -0.266209
1.794    0.0593115      1.58129    -0.264984
1.788    0.0590847      1.60522     -0.26376
1.782    0.0588578      1.62915    -0.262538
1.776     0.058631      1.65308    -0.261319
 1.77    0.0584041      1.67701    -0.260101
1.764    0.0581773      1.70094    -0.258885
1.758    0.0579504      1.72487    -0.257671
1.752    0.0577236       1.7488    -0.256459
1.746    0.0574967      1.77273    -0.255249
 1.74    0.0572699      1.79666    -0.254041
1.734     0.057043      1.82058    -0.252835
1.728    0.0568162      1.84451     -0.25163
1.722    0.0565893      1.86844    -0.250428
1.716    0.0563625      1.89237    -0.249228
 1.71    0.0561356       1.9163     -0.24803
1.704    0.0559088      1.94023    -0.246834
1.698    0.0556819      1.96416    -0.245639
1.692    0.0554551      1.98809    -0.244447
1.686    0.0552282      2.01202    -0.243257
 1.68    0.0550014      2.03595    -0.242069
1.674    0.0547745      2.05988    -0.240883
1.668    0.0545477      2.08381    -0.239699
1.662    0.0543208      2.10774    -0.238517
1.656     0.054094      2.13167    -0.237337
 1.65    0.0538671       2.1556    -0.236159
1.644    0.0536403      2.17953    -0.234983
1.638    0.0534134      2.20346    -0.233809
1.632    0.0531866      2.22739    -0.232637
1.626    0.0529598      2.25132    -0.231468
 1.62    0.0527329      2.27525      -0.2303
1.614    0.0525061      2.29918    -0.229135
1.608    0.0522792      2.32311    -0.227971
1.602    0.0520524      2.34704     -0.22681
1.596    0.0518255      2.37097    -0.225651
 1.59    0.0515987       2.3949    -0.224494
1.584    0.0513718      2.41883    -0.223339
1.578     0.051145      2.44276    -0.222186
1.572    0.0509181      2.46669    -0.221035
1.566    0.0506913      2.49062    -0.219887
 1.56    0.0504644      2.51455     -0.21874
1.554    0.0502376      2.53848    -0.217596
1.548    0.0500107      2.56241    -0.216454
1.542    0.0497839      2.58634    -0.215314
1.536     0.049557      2.61027    -0.214176
 1.53    0.0493302       2.6342    -0.213041
1.524    0.0491033      2.65813    -0.211907
1.518    0.0488765      2.68206    -0.210776
1.512    0.0486496      2.70598    -0.209647
1.506    0.0484228      2.72991    -0.208519
  1.5    0.0481959      2.75384    -0.207394
1.494    0.0479691      2.77777    -0.206271
1.488    0.0477422       2.8017    -0.205151
1.482    0.0475154      2.82563    -0.204032
1.476    0.0472885      2.84956    -0.202915
 1.47    0.0470617      2.87349      -0.2018
1.464    0.0468348      2.89742    -0.200688
1.458     0.046608      2.92135    -0.199577
1.452    0.0463811      2.94528    -0.198468
1.446    0.0461543      2.96921    -0.197362
 1.44    0.0459274      2.99314    -0.196257
1.434    0.0457006      3.01707    -0.195155
1.428    0.0454737        3.041    -0.194054
1.422    0.0452469      3.06493    -0.192955
1.416      0.04502      3.08886    -0.191859
 1.41    0.0447932      3.11279    -0.190764
1.404    0.0445663      3.13672    -0.189671
1.398    0.0443395      3.16065     -0.18858
1.392    0.0441126      3.18458    -0.187491
1.386    0.0438858      3.20851    -0.186404
 1.38    0.0436589      3.23244    -0.185319
1.374    0.0434321      3.25637    -0.184236
1.368    0.0432052       3.2803    -0.183154
1.362    0.0429784      3.30423    -0.182075
1.356    0.0427515      3.32816    -0.180997
 1.35    0.0425247      3.35209    -0.179921
1.344    0.0422979      3.37602    -0.178847
1.338     0.042071      3.39995    -0.177775
1.332    0.0418442      3.42388    -0.176705
1.326    0.0416173      3.44781    -0.175636
 1.32    0.0413905      3.47174     -0.17457
1.314    0.0411636      3.49567    -0.173505
1.308    0.0409368       3.5196    -0.172442
1.302    0.0407099      3.54353     -0.17138
1.296    0.0404831      3.56746    -0.170321
 1.29    0.0402562      3.59139    -0.169263
1.284    0.0400294      3.61531    -0.168207
1.278    0.0398025      3.63924    -0.167153
1.272    0.0395757      3.66317      -0.1661
1.266    0.0393488       3.6871    -0.165049
 1.26     0.039122      3.71103       -0.164
1.254    0.0388951      3.73496    -0.162952
1.248    0.0386683      3.75889    -0.161906
1.242    0.0384414      3.78282    -0.160862
1.236    0.0382146      3.80675     -0.15982
 1.23    0.0379877      3.83068    -0.158779
1.224    0.0377609      3.85461     -0.15774
1.218     0.037534      3.87854    -0.156702
1.212    0.0373072      3.90247    -0.155666
1.206    0.0370803       3.9264    -0.154632
  1.2    0.0368535      3.95033    -0.153599
1.194    0.0366266      3.97426    -0.152568
1.188    0.0363998      3.99819    -0.151539
1.182    0.0361729      4.02212    -0.150511
1.176    0.0359461      4.04605    -0.149484
 1.17    0.0357192      4.06998     -0.14846
1.164    0.0354924      4.09391    -0.147436
1.158    0.0352655      4.11784    -0.146415
1.152    0.0350387      4.14177    -0.145394
1.146    0.0348118       4.1657    -0.144376
 1.14     0.034585      4.18963    -0.143358
1.134    0.0343581      4.21356    -0.142343
1.128    0.0341313      4.23749    -0.141329
1.122    0.0339044      4.26142    -0.140316
1.116    0.0336776      4.28535    -0.139305
 1.11    0.0334507      4.30928    -0.138295
1.104    0.0332239      4.33321    -0.137286
1.098     0.032997      4.35714     -0.13628
1.092    0.0327702      4.38107    -0.135274
1.086    0.0325433        4.405     -0.13427
 1.08    0.0323165      4.42893    -0.133267
1.074    0.0320896      4.45286    -0.132266
1.068    0.0318628      4.47679    -0.131266
1.062     0.031636      4.50071    -0.130268
1.056    0.0314091      4.52464    -0.129271
 1.05    0.0311823      4.54857    -0.128275
1.044    0.0309554       4.5725    -0.127281
1.038    0.0307286      4.59643    -0.126287
1.032    0.0305017      4.62036    -0.125296
1.026    0.0302749      4.64429    -0.124305
 1.02     0.030048      4.66822    -0.123316
1.014    0.0298212      4.69215    -0.122328
1.008    0.0295943      4.71608    -0.121342
1.002    0.0293675      4.74001    -0.120357
0.996    0.0291406      4.76394    -0.119373
 0.99    0.0289138      4.78787     -0.11839
0.984    0.0286869       4.8118    -0.117409
0.978    0.0284601      4.83573    -0.116428
0.972    0.0282332      4.85966     -0.11545
0.966    0.0280064      4.88359    -0.114472
 0.96    0.0277795      4.90752    -0.113495
0.954    0.0275527      4.93145     -0.11252
0.948    0.0273258      4.95538    -0.111546
0.942     0.027099      4.97931    -0.110573
0.936    0.0268721      5.00324    -0.109601
 0.93    0.0266453      5.02717    -0.108631
0.924    0.0264184       5.0511    -0.107661
0.918    0.0261916      5.07503    -0.106693
0.912    0.0259647      5.09896    -0.105726
0.906    0.0257379      5.12289     -0.10476
  0.9     0.025511      5.14682    -0.103795
0.894    0.0252842      5.17075    -0.102831
0.888    0.0250573      5.19468    -0.101868
0.882    0.0248305      5.21861    -0.100906
0.876    0.0246036      5.24254   -0.0999458
 0.87    0.0243768      5.26647   -0.0989863
0.864    0.0241499       5.2904   -0.0980279
0.858    0.0239231      5.31433   -0.0970705
0.852    0.0236962      5.33826   -0.0961141
0.846    0.0234694      5.36219   -0.0951588
 0.84    0.0232425      5.38612   -0.0942044
0.834    0.0230157      5.41004   -0.0932511
0.828    0.0227888      5.43397   -0.0922988
0.822     0.022562       5.4579   -0.0913475
0.816    0.0223351      5.48183   -0.0903971
 0.81    0.0221083      5.50576   -0.0894477
0.804    0.0218814      5.52969   -0.0884993
0.798    0.0216546      5.55362   -0.0875518
0.792    0.0214278      5.57755   -0.0866052
0.786    0.0212009      5.60148   -0.0856596
 0.78    0.0209741      5.62541   -0.0847149
0.774    0.0207472      5.64934   -0.0837711
0.768    0.0205204      5.67327   -0.0828282
0.762    0.0202935       5.6972   -0.0818862
0.756    0.0200667      5.72113   -0.0809451
 0.75    0.0198398      5.74506   -0.0800048
0.744     0.019613      5.76899   -0.0790654
0.738    0.0193861      5.79292   -0.0781269
0.732    0.0191593      5.81685   -0.0771892
0.726    0.0189324      5.84078   -0.0762523
 0.72    0.0187056      5.86471   -0.0753162
0.714    0.0184787      5.88864    -0.074381
0.708    0.0182519      5.91257   -0.0734465
0.702     0.018025       5.9365   -0.0725129
0.696    0.0177982      5.96043     -0.07158
 0.69    0.0175713      5.98436   -0.0706479
0.684    0.0173445      6.00829   -0.0697165
0.678    0.0171176      6.03222   -0.0687859
0.672    0.0168908      6.05615   -0.0678561
0.666    0.0166639      6.08008    -0.066927
 0.66    0.0164371      6.10401   -0.0659986
0.654    0.0162102      6.12794   -0.0650709
0.648    0.0159834      6.15187   -0.0641439
0.642    0.0157565       6.1758   -0.0632176
0.636    0.0155297      6.19973    -0.062292
 0.63    0.0153028      6.22366    -0.061367
0.624     0.015076      6.24759   -0.0604428
0.618    0.0148491      6.27152   -0.0595191
0.612    0.0146223      6.29544   -0.0585962
0.606    0.0143954      6.31937   -0.0576738
  0.6    0.0141686       6.3433   -0.0567521
0.594    0.0139417      6.36723    -0.055831
0.588    0.0137149      6.39116   -0.0549105
0.582     0.013488      6.41509   -0.0539906
0.576    0.0132612      6.43902   -0.0530712
 0.57    0.0130343      6.46295   -0.0521525
0.564    0.0128075      6.48688   -0.0512343
0.558    0.0125806      6.51081   -0.0503166
0.552    0.0123538      6.53474   -0.0493996
0.546    0.0121269      6.55867    -0.048483
 0.54    0.0119001       6.5826    -0.047567
0.534    0.0116732      6.60653   -0.0466515
0.528    0.0114464      6.63046   -0.0457364
0.522    0.0112195      6.65439   -0.0448219
0.516    0.0109927      6.67832   -0.0439079
 0.51    0.0107659      6.70225   -0.0429944
0.504     0.010539      6.72618   -0.0420813
0.498    0.0103122      6.75011   -0.0411686
0.492    0.0100853      6.77404   -0.0402565
0.486   0.00985846      6.79797   -0.0393447
 0.48   0.00963161       6.8219   -0.0384334
0.474   0.00940476      6.84583   -0.0375225
0.468   0.00917791      6.86976    -0.036612
0.462   0.00895106      6.89369   -0.0357019
0.456   0.00872421      6.91762   -0.0347922
 0.45   0.00849736      6.94155   -0.0338829
0.444   0.00827051      6.96548   -0.0329739
0.438   0.00804366      6.98941   -0.0320653
0.432   0.00781682      7.01334    -0.031157
0.426   0.00758997      7.03727   -0.0302491
 0.42   0.00736312       7.0612   -0.0293415
0.414   0.00713627      7.08513   -0.0284343
0.408   0.00690942      7.10906   -0.0275273
0.402   0.00668257      7.13299   -0.0266206
0.396   0.00645572      7.15692   -0.0257143
 0.39   0.00622887      7.18085   -0.0248082
0.384   0.00600202      7.20477   -0.0239023
0.378   0.00577518       7.2287   -0.0229968
0.372   0.00554833      7.25263   -0.0220915
0.366   0.00532148      7.27656   -0.0211864
 0.36   0.00509463      7.30049   -0.0202816
0.354   0.00486778      7.32442   -0.0193769
0.348   0.00464093      7.34835   -0.0184725
0.342   0.00441408      7.37228   -0.0175683
0.336   0.00418723      7.39621   -0.0166643
 0.33   0.00396038      7.42014   -0.0157605
0.324   0.00373353      7.44407   -0.0148568
0.318   0.00350669        7.468   -0.0139533
0.312   0.00327984      7.49193   -0.0130499
0.306   0.00305299      7.51586   -0.0121467
  0.3   0.00282614      7.53979   -0.0112436
0.294   0.00259929      7.56372   -0.0103407
0.288   0.00237244      7.58765  -0.00943785
0.282   0.00214559      7.61158  -0.00853511
0.276   0.00191874      7.63551  -0.00763246
 0.27   0.00169189      7.65944   -0.0067299
0.264   0.00146505      7.68337  -0.00582741
0.258    0.0012382       7.7073  -0.00492498
0.252   0.00101135      7.73123  -0.00402261
0.246  0.000784499      7.75516  -0.00312028
 0.24   0.00055765      7.77909  -0.00221798
0.234  0.000330801      7.80302  -0.00131571
0.228  0.000103952      7.82695 -0.000413452
0.222            0      7.85088            0
0.216            0      7.87481            0
 0.21            0      7.89874            0
0.204            0      7.92267            0
0.198            0       7.9466            0
0.192            0      7.97053            0
0.186            0      7.99446            0
 0.18            0      8.01839            0
0.174            0      8.04232            0
0.168            0      8.06625            0
0.162            0      8.09017            0
0.156            0       8.1141            0
 0.15            0      8.13803            0
0.144            0      8.16196            0
0.138            0      8.18589            0
0.132            0      8.20982            0
0.126            0      8.23375            0
 0.12            0      8.25768            0
0.114            0      8.28161            0
0.108            0      8.30554            0
0.102            0      8.32947            0
0.096            0       8.3534            0
 0.09            0      8.37733            0
0.084            0      8.40126            0
0.078            0      8.42519            0
0.072            0      8.44912            0
0.066            0      8.47305            0
 0.06            0      8.49698            0
0.054            0      8.52091            0
0.048            0      8.54484            0
0.042            0      8.56877            0
0.036            0       8.5927            0
 0.03            0      8.61663            0
0.024            0      8.64056            0
0.018            0      8.66449            0
0.012            0      8.68842            0
0.006            0      8.71235            0
