    r     rho_a(r)         V(r)  F(rho_a(r))
2.616   0.00297968     0.359074     -1.27806
 2.61   0.00302249     0.366855     -1.28997
2.604   0.00306588     0.374805     -1.30198
2.598   0.00310987     0.382927     -1.31409
2.592   0.00315445     0.391225     -1.32631
2.586   0.00319964     0.399702     -1.33863
 2.58   0.00324544     0.408364     -1.35105
2.574   0.00329186     0.417213     -1.36358
2.568   0.00333891     0.426255     -1.37622
2.562    0.0033866     0.435492     -1.38896
2.556   0.00343494     0.444929     -1.40181
 2.55   0.00348393     0.454571     -1.41477
2.544   0.00353359     0.464423     -1.42783
2.538   0.00358391     0.474487     -1.44101
2.532   0.00363492      0.48477     -1.45429
2.526   0.00368662     0.495276     -1.46768
 2.52   0.00373901      0.50601     -1.48119
2.514   0.00379211     0.516976     -1.49481
2.508   0.00384593      0.52818     -1.50854
2.502   0.00390047     0.539627     -1.52239
2.496   0.00395574     0.551323     -1.53635
 2.49   0.00401176     0.563272     -1.55043
2.484   0.00406854      0.57548     -1.56463
2.478   0.00412608     0.587952     -1.57895
2.472   0.00418439     0.600696     -1.59339
2.466   0.00424348     0.613716     -1.60796
 2.46   0.00430337     0.627018     -1.62264
2.454   0.00436406     0.640608     -1.63745
2.448   0.00442557     0.654494     -1.65239
2.442    0.0044879      0.66868     -1.66745
2.436   0.00455107     0.683175     -1.68264
 2.43   0.00461508     0.697984     -1.69795
2.424   0.00467995     0.713114     -1.71339
2.418   0.00474568     0.728572     -1.72896
2.412    0.0048123     0.744366     -1.74466
2.406    0.0048798     0.760502     -1.76049
  2.4   0.00494821     0.776989     -1.77644
2.394   0.00501753     0.793833     -1.79253
2.388   0.00508777     0.811043     -1.80875
2.382   0.00515895     0.828626      -1.8251
2.376   0.00523108     0.846591     -1.84159
 2.37   0.00530417     0.864946     -1.85821
2.364   0.00537824     0.883699     -1.87496
2.358   0.00545329     0.902859     -1.89186
2.352   0.00552934     0.922435     -1.90889
2.346    0.0056064     0.942436     -1.92606
 2.34   0.00568448     0.962871     -1.94337
2.334   0.00576361      0.98375     -1.96083
2.328   0.00584378      1.00508     -1.97843
2.322   0.00592502      1.02688     -1.99617
2.316   0.00600733      1.04915     -2.01406
 2.31   0.00609074       1.0719      -2.0321
2.304   0.00617525      1.09514     -2.05029
2.298   0.00626088       1.1189     -2.06864
2.292   0.00634765      1.14316     -2.08713
2.286   0.00643556      1.16796     -2.10578
 2.28   0.00652464      1.19329     -2.12457
2.274    0.0066149      1.21917     -2.14353
2.268   0.00670635      1.24562     -2.16263
2.262   0.00679901      1.27264      -2.1819
2.256   0.00689289      1.30024     -2.20131
 2.25   0.00698801      1.32845     -2.22089
2.244   0.00708439      1.35727     -2.24062
2.238   0.00718204      1.38671     -2.26051
2.232   0.00728098       1.4168     -2.28057
2.226   0.00738123      1.44754     -2.30078
 2.22   0.00748279      1.47895     -2.32115
2.214    0.0075857      1.51104     -2.34169
2.208   0.00768996      1.54383      -2.3624
2.202   0.00779559      1.57733     -2.38327
2.196   0.00790261      1.61156      -2.4043
 2.19   0.00801104      1.64653     -2.42551
2.184    0.0081209      1.68226     -2.44689
2.178    0.0082322      1.71877     -2.46844
2.172   0.00834497      1.75608     -2.49016
2.166   0.00845922       1.7942     -2.51207
 2.16   0.00857497      1.83314     -2.53415
2.154   0.00869224      1.87294     -2.55641
2.148   0.00881105       1.9136     -2.57886
2.142   0.00893142      1.95514     -2.60148
2.136   0.00905337      1.99759      -2.6243
 2.13   0.00917692      2.04096     -2.64729
2.124    0.0093021      2.08527     -2.67048
2.118   0.00942891      2.13055     -2.69385
2.112   0.00955739      2.17682      -2.7174
2.106   0.00968756      2.22409     -2.74115
  2.1   0.00981943      2.27239     -2.76508
2.094   0.00995303      2.32175     -2.78921
2.088    0.0100884      2.37218     -2.81353
2.082    0.0102255      2.42371     -2.83804
2.076    0.0103644      2.47636     -2.86275
 2.07    0.0105052      2.53015     -2.88766
2.064    0.0106478      2.58512     -2.91276
2.058    0.0107922      2.64129     -2.93806
2.052    0.0109386      2.69868     -2.96356
2.046    0.0110869      2.75732     -2.98927
 2.04    0.0112371      2.81724     -3.01518
2.034    0.0113893      2.87846      -3.0413
2.028    0.0115435      2.94102     -3.06762
2.022    0.0116997      3.00495     -3.09416
2.016    0.0118579      3.07027     -3.12091
 2.01    0.0120182      3.13701     -3.14788
2.004    0.0121807      3.20521     -3.17507
1.998    0.0123453       3.2749     -3.20248
1.992     0.012512      3.34611     -3.23011
1.986    0.0126809      3.41887     -3.25797
 1.98    0.0128521      3.49322     -3.28606
1.974    0.0130255      3.56919     -3.31437
1.968    0.0132011      3.64682     -3.34292
1.962    0.0133791      3.72614     -3.37169
1.956    0.0135595       3.8072      -3.4007
 1.95    0.0137422      3.89003     -3.42994
1.944    0.0139273      3.97467     -3.45942
1.938    0.0141149      4.06115     -3.48913
1.932    0.0143049      4.14953     -3.51909
1.926    0.0144975      4.23983     -3.54928
 1.92    0.0146926      4.33212     -3.57972
1.914    0.0148903      4.42641     -3.61041
1.908    0.0150906      4.52277     -3.64134
1.902    0.0152936      4.62124     -3.67252
1.896    0.0154992      4.72186     -3.70396
 1.89    0.0157076      4.82468     -3.73565
1.884    0.0159188      4.92975     -3.76761
1.878    0.0161329      5.03712     -3.79982
1.872    0.0163497      5.14684      -3.8323
1.866    0.0165695      5.25896     -3.86505
 1.86    0.0167923      5.37353     -3.89808
1.854     0.017018      5.49061     -3.93138
1.848    0.0172468      5.61026     -3.96496
1.842    0.0174786      5.73253     -3.99884
1.836    0.0177136      5.85747       -4.033
 1.83    0.0179518      5.98516     -4.06745
1.824    0.0181932      6.11564      -4.1022
1.818    0.0184379      6.24899     -4.13724
1.812     0.018686      6.38525     -4.17259
1.806    0.0189374      6.52451     -4.20825
  1.8    0.0191924      6.66682     -4.24421
1.794    0.0194508      6.81225     -4.28048
1.788    0.0197128      6.96087     -4.31706
1.782    0.0199784      7.11275     -4.35397
1.776    0.0202477      7.26797      -4.3912
 1.77    0.0205208       7.4266     -4.42875
1.764    0.0207977      7.58871     -4.46664
1.758    0.0210786      7.75438     -4.50486
1.752    0.0213633      7.92369     -4.54343
1.746    0.0216522      8.09672     -4.58234
 1.74    0.0219451      8.27356     -4.62161
1.734    0.0222423      8.45428     -4.66124
1.728    0.0225437      8.63898     -4.70123
1.722    0.0228495      8.82774     -4.74159
1.716    0.0231597      9.02066     -4.78234
 1.71    0.0234744      9.21782     -4.82347
1.704    0.0237938      9.41932       -4.865
1.698    0.0241179      9.62526     -4.90693
1.692    0.0244468      9.83573     -4.94927
1.686    0.0247807      10.0508     -4.99204
 1.68    0.0251195      10.2707     -5.03524
1.674    0.0254635      10.4954     -5.07887
1.668    0.0258127       10.725     -5.12295
1.662    0.0261673      10.9598     -5.16749
1.656    0.0265274      11.1997     -5.21248
 1.65    0.0268931      11.4448     -5.25794
1.644    0.0272645      11.6954     -5.30389
1.638    0.0276418      11.9516     -5.35032
1.632    0.0280251      12.2134     -5.39725
1.626    0.0284145      12.4809     -5.44469
 1.62    0.0288103      12.7544     -5.49265
1.614    0.0292125       13.034     -5.54115
1.608    0.0296213      13.3197     -5.59019
1.602     0.030037      13.6117     -5.63979
1.596    0.0304596      13.9102     -5.68996
 1.59    0.0308893      14.2153     -5.74072
1.584    0.0313265      14.5272     -5.79208
1.578    0.0317711       14.846     -5.84407
1.572    0.0322235      15.1718     -5.89668
1.566    0.0326839      15.5049     -5.94996
 1.56    0.0331524      15.8453      -6.0039
1.554    0.0336294      16.1933     -6.05854
1.548     0.034115      16.5491      -6.1139
1.542    0.0346096      16.9127     -6.16999
1.536    0.0351133      17.2844     -6.22684
 1.53    0.0356265      17.6643     -6.28448
1.524    0.0361494      18.0527     -6.34291
1.518    0.0366823      18.4498     -6.40216
1.512    0.0372256      18.8556     -6.46226
1.506    0.0377795      19.2705     -6.52322
  1.5    0.0383444      19.6946     -6.58508
1.494    0.0389207      20.1282     -6.64786
1.488    0.0395087      20.5714     -6.71159
1.482    0.0401088      21.0246      -6.7763
1.476    0.0407214      21.4878     -6.84201
 1.47    0.0413469      21.9613     -6.90876
1.464    0.0419857      22.4454     -6.97659
1.458    0.0426383      22.9404     -7.04552
1.452    0.0433052      23.4463      -7.1156
1.446    0.0439868      23.9636     -7.18686
 1.44    0.0446837      24.4925     -7.25936
1.434    0.0453964      25.0332     -7.33312
1.428    0.0461254       25.586      -7.4082
1.422    0.0468713      26.1511     -7.48464
1.416    0.0476348      26.7289      -7.5625
 1.41    0.0484165      27.3197     -7.64183
1.404    0.0492169      27.9237     -7.72269
1.398    0.0500369      28.5413     -7.80511
1.392    0.0508771      29.1728     -7.88916
1.386    0.0517382      29.8184     -7.97489
 1.38    0.0526211      30.4785     -8.06235
1.374    0.0535266      31.1535     -8.15161
1.368    0.0544555      31.8437     -8.24271
1.362    0.0554086      32.5494     -8.33574
1.356    0.0563869      33.2709     -8.43075
 1.35    0.0573914      34.0088     -8.52781
1.344     0.058423      34.7633     -8.62701
1.338    0.0594829      35.5348     -8.72841
1.332     0.060572      36.3237      -8.8321
1.326    0.0616915      37.1305     -8.93816
 1.32    0.0628426      37.9555     -9.04669
1.314    0.0640265      38.7992     -9.15777
1.308    0.0652445      39.6619     -9.27152
1.302    0.0664979      40.5442     -9.38804
1.296    0.0677882      41.4465     -9.50744
 1.29    0.0691166      42.3693     -9.62983
1.284    0.0704849       43.313     -9.75535
1.278    0.0718944      44.2781     -9.88411
1.272    0.0733469      45.2652     -10.0162
1.266     0.074844      46.2747     -10.1519
 1.26    0.0763875      47.3072     -10.2912
1.254    0.0779793      48.3632     -10.4344
1.248    0.0796212      49.4433     -10.5816
1.242    0.0813153       50.548      -10.733
1.236    0.0830636      51.6779     -10.8888
 1.23    0.0848682      52.8337     -11.0492
1.224    0.0867314      54.0159     -11.2145
1.218    0.0886556      55.2251     -11.3848
1.212     0.090643       56.462     -11.5606
1.206    0.0926964      57.7273      -11.742
  1.2    0.0948182      59.0216     -11.9295
1.194    0.0970112      60.3457     -12.1232
1.188    0.0992781      61.7001     -12.3235
1.182     0.101622      63.0857     -12.5306
1.176     0.104046      64.5033     -12.7447
 1.17     0.106553      65.9534     -12.9662
1.164     0.109146      67.4371     -13.1953
1.158      0.11183      68.9549     -13.4323
1.152     0.114606      70.5079     -13.6776
1.146      0.11748      72.0968     -13.9315
 1.14     0.120454      73.7224     -14.1943
1.134     0.123533      75.3858     -14.4663
1.128     0.126721      77.0877     -14.7479
1.122     0.130022      78.8292     -15.0396
1.116     0.133441      80.6111     -15.3416
 1.11     0.136982      82.4345     -15.6544
1.104     0.140649      84.3004     -15.9784
1.098     0.144448      86.2099      -16.314
1.092     0.148385      88.1639     -16.6618
1.086     0.152463      90.1636      -17.022
 1.08     0.156688      92.2101     -17.3953
1.074     0.161067      94.3045     -17.7822
1.068     0.165605      96.4481     -18.1831
1.062     0.170307      98.6421     -18.5985
1.056     0.175182      100.888     -19.0291
 1.05     0.180234      103.186     -19.4754
1.044      0.18547      105.539      -19.938
1.038     0.190898      107.947     -20.4176
1.032     0.196525      110.412     -20.9146
1.026     0.202357      112.935     -21.4299
 1.02     0.208404      115.518     -21.9641
1.014     0.214672      118.163     -22.5179
1.008      0.22117       120.87     -23.0919
1.002     0.227907      123.642     -23.6871
0.996     0.234891       126.48      -24.304
 0.99     0.242131      129.386     -24.9437
0.984     0.249637      132.361     -25.6068
0.978     0.257418      135.407     -26.2942
0.972     0.265485      138.527     -27.0068
0.966     0.273847      141.721     -27.7456
 0.96     0.282516      144.992     -28.5115
0.954     0.291503      148.342     -29.3054
0.948     0.300818      151.773     -30.1284
0.942     0.310475      155.287     -30.9815
0.936     0.320484      158.886     -31.8657
 0.93     0.330859      162.572     -32.7823
0.924     0.341613      166.347     -33.7323
0.918     0.352759      170.215      -34.717
0.912      0.36431      174.177     -35.7375
0.906     0.376282      178.236     -36.7952
  0.9     0.388689      182.394     -37.8913
0.894     0.401547      186.655     -39.0272
0.888     0.414871      191.019     -40.2043
0.882     0.428678      195.492      -41.424
0.876     0.442984      200.075     -42.6879
 0.87     0.457808      204.771     -43.9975
0.864     0.473167      209.583     -45.3543
0.858      0.48908      214.515     -46.7602
0.852     0.505566       219.57     -48.2166
0.846     0.522646      224.751     -49.7255
 0.84      0.54034      230.061     -51.2887
0.834      0.55867      235.505      -52.908
0.828     0.577657      241.085     -54.5855
0.822     0.597326      246.805     -56.3231
0.816       0.6177       252.67      -58.123
 0.81     0.638803      258.684     -59.9873
0.804     0.660662       264.85     -61.9184
0.798     0.683303      271.172     -63.9186
0.792     0.706754      277.656     -65.9904
0.786     0.731043      284.305     -68.1362
 0.78     0.756201      291.125     -70.3587
0.774     0.782258      298.121     -72.6607
0.768     0.809247      305.296      -75.045
0.762     0.837202      312.657     -77.5146
0.756     0.866156      320.209     -80.0726
 0.75     0.896148      327.957     -82.7222
0.744     0.927214      335.907     -85.4667
0.738     0.959395      344.065     -88.3097
0.732     0.992732      352.437     -91.2548
0.726      1.02727      361.029     -94.3058
 0.72      1.06305      369.849     -97.4666
0.714      1.10012      378.902     -100.742
0.708      1.13853      388.195     -104.135
0.702      1.17833      397.737     -107.651
0.696      1.21958      407.534     -111.295
 0.69      1.26232      417.594     -115.072
0.684      1.30663      427.925     -118.986
0.678      1.35257      438.537     -123.044
0.672      1.40019      449.436     -127.251
0.666      1.44957      460.632     -131.613
 0.66      1.50077      472.136     -136.137
0.654      1.55388      483.955     -140.829
0.648      1.60897        496.1     -145.696
0.642      1.66612      508.583     -150.745
0.636      1.72543      521.412     -155.984
 0.63      1.78697      534.601     -161.421
0.624      1.85086       548.16     -167.066
0.618      1.91719      562.101     -172.925
0.612      1.98607      576.437      -179.01
0.606       2.0576      591.182      -185.33
  0.6      2.13192      606.348     -191.895
0.594      2.20913      621.951     -198.716
0.588      2.28938      638.004     -205.806
0.582      2.37279      654.524     -213.175
0.576      2.45952      671.526     -220.837
 0.57      2.54971      689.027     -228.804
0.564      2.64353      707.045     -237.093
0.558      2.74113      725.597     -245.716
0.552      2.84271      744.704     -254.689
0.546      2.94843      764.384     -264.029
 0.54      3.05851      784.658     -273.754
0.534      3.17313      805.548      -283.88
0.528      3.29251      827.078     -294.426
0.522      3.41687      849.269     -305.413
0.516      3.54645      872.148     -316.861
 0.51      3.68149       895.74     -328.791
0.504      3.82224      920.073     -341.225
0.498      3.96897      945.174     -354.188
0.492      4.12195      971.075     -367.703
0.486      4.28147      997.806     -381.795
 0.48      4.44781       1025.4     -396.491
0.474       4.6213      1053.89     -411.817
0.468      4.80224      1083.32     -427.802
0.462      4.99095      1113.72     -444.474
0.456      5.18777      1145.13     -461.862
 0.45      5.39305       1177.6     -479.997
0.444      5.60712      1211.17     -498.909
0.438      5.83035      1245.88     -518.629
0.432      6.06307       1281.8     -539.189
0.426      6.30566      1318.96     -560.621
 0.42      6.55847      1357.43     -582.955
0.414      6.82185      1397.27     -606.222
0.408      7.09614      1438.53     -630.454
0.402      7.38168      1481.28      -655.68
0.396      7.67879       1525.6     -681.928
 0.39      7.98777      1571.55     -709.224
0.384      8.30888      1619.22     -737.593
0.378      8.64238      1668.69     -767.056
0.372      8.98847      1720.05     -797.631
0.366       9.3473      1773.39     -829.331
 0.36      9.71898      1828.82     -862.167
0.354      10.1035      1886.45     -896.141
0.348       10.501      1946.38     -931.249
0.342      10.9111      2008.75     -967.482
0.336      11.3337      2073.68     -1004.82
 0.33      11.7685      2141.33     -1043.23
0.324      12.2149      2211.83     -1082.67
0.318      12.6725      2285.36     -1123.09
0.312      13.1403      2362.09     -1164.42
0.306      13.6175      2442.22     -1206.58
  0.3      14.1029      2525.95     -1249.46
0.294      14.5951       2613.5     -1292.94
0.288      15.0926      2705.11     -1336.89
0.282      15.5934      2801.04     -1381.14
0.276      16.0955      2901.59     -1425.49
 0.27      16.5964      3007.05     -1469.74
0.264      17.0933      3117.77     -1513.65
0.258      17.5834      3234.12     -1556.94
0.252       18.063      3356.49     -1599.31
0.246      18.5286      3485.34     -1640.44
 0.24       18.976      3621.14     -1679.97
0.234      19.4007      3764.45     -1717.49
0.228      19.7981      3915.84      -1752.6
0.222      20.1631      4075.99     -1784.84
0.216      20.4902      4245.61     -1813.74
 0.21      20.7738      4425.53      -1838.8
0.204      21.0082      4616.65      -1859.5
0.198      21.1874         4820     -1875.33
0.192      21.3053      5036.72     -1885.75
0.186      21.3561       5268.1     -1890.23
 0.18      21.3339      5515.63     -1888.27
0.174      21.2333      5780.96     -1879.39
0.168      21.0494         6066     -1863.14
0.162      20.7777      6372.95     -1839.14
0.156      20.4147      6704.33     -1807.07
 0.15      19.9578      7063.08     -1766.71
0.144      19.4058      7452.61     -1717.94
0.138      18.7586      7876.95     -1660.77
0.132      18.0179      8340.83     -1595.33
0.126       17.187      8849.91     -1521.92
 0.12      16.2708      9410.96     -1440.98
0.114      15.2763      10032.2     -1353.12
0.108       14.212      10723.6      -1259.1
0.102      13.0881      11497.7      -1159.8
0.096      11.9159      12369.8     -1056.25
 0.09       10.708      13359.5     -949.537
0.084      9.47711      14492.2     -840.799
0.078      8.23648      15800.8     -731.197
0.072      6.99931      17329.1       -621.9
0.066      5.77944      19137.3     -514.132
 0.06      4.59311      21309.1     -409.327
0.054      3.46291      23965.8      -309.48
0.048      2.42568      27289.2     -217.848
0.042      1.54707        31565     -140.227
0.036     0.946998      37269.4     -87.2145
 0.03     0.843336      45259.6     -78.0565
0.024      1.62492      57249.8     -147.105
0.018       3.9725      77239.8       -354.5
0.012      9.05728       117230      -803.71
0.006      18.8656       237218     -1670.22
