    T      rho_sub
 0.01 0.09119072169
 0.02 0.09080920587
 0.03 0.09044271277
 0.04 0.09008760649
 0.05 0.08974050182
 0.06 0.08939865897
 0.07 0.08905997393
 0.08 0.0887226957
 0.09 0.08838551931
  0.1 0.08804741387
 0.11 0.08770798812
 0.12 0.08736633169
 0.13 0.08702182281
 0.14 0.0866739154
 0.15 0.08632229582
 0.16 0.08596652108
 0.17 0.08560640594
 0.18 0.08524173624
