# Gibbs free energy of vacnacy formation, using vacancies up to 6 layers
# The solid-gas coexistence line is calculated using Vs' = 0.
#
#	T	rho		dg		dg2		dg3		dg4		dg5		dg6:
	0.22	1.05754543e+00	5.44115609e+00	6.22185347e+00	7.19792338e+00	7.40597574e+00	7.61933341e+00	7.66040719e+00
	0.23	1.05601328e+00	5.42767432e+00	6.20649254e+00	7.18001295e+00	7.38750341e+00	7.60027370e+00	7.64123282e+00
	0.24	1.05447389e+00	5.41410466e+00	6.19103602e+00	7.16199736e+00	7.36892390e+00	7.58110473e+00	7.62194879e+00
	0.25	1.05292992e+00	5.40043267e+00	6.17547317e+00	7.14387074e+00	7.35023237e+00	7.56182275e+00	7.60255156e+00
	0.26	1.05138004e+00	5.38688308e+00	6.16002691e+00	7.12585358e+00	7.33164881e+00	7.54264723e+00	7.58326049e+00
	0.27	1.04982559e+00	5.37301334e+00	6.14425655e+00	7.10750771e+00	7.31273559e+00	7.52314107e+00	7.56363861e+00
	0.28	1.04826403e+00	5.35904479e+00	6.12838005e+00	7.08904660e+00	7.29370519e+00	7.50351577e+00	7.54389721e+00
	0.29	1.04669781e+00	5.34522151e+00	6.11264482e+00	7.07072205e+00	7.27481038e+00	7.48402507e+00	7.52429021e+00
	0.3	1.04512517e+00	5.33104250e+00	6.09654755e+00	7.05202772e+00	7.25554415e+00	7.46416128e+00	7.50430980e+00
	0.31	1.04354686e+00	5.31703480e+00	6.08061629e+00	7.03349298e+00	7.23643616e+00	7.44445436e+00	7.48448601e+00
	0.32	1.04196226e+00	5.30294205e+00	6.06459392e+00	7.01485970e+00	7.21722808e+00	7.42464575e+00	7.46456021e+00
	0.33	1.04037109e+00	5.28843946e+00	6.04815530e+00	6.99580229e+00	7.19759420e+00	7.40440965e+00	7.44420659e+00
	0.34	1.03877427e+00	5.27414696e+00	6.03192165e+00	6.97694365e+00	7.17815779e+00	7.38436970e+00	7.42404887e+00
	0.35	1.03717034e+00	5.25976450e+00	6.01559099e+00	6.95797931e+00	7.15861384e+00	7.36422032e+00	7.40378136e+00
	0.36	1.03555960e+00	5.24492007e+00	5.99879178e+00	6.93853831e+00	7.13859151e+00	7.34359081e+00	7.38303338e+00
	0.37	1.03394351e+00	5.23032260e+00	5.98223491e+00	6.91933412e+00	7.11880484e+00	7.32319580e+00	7.36251967e+00
	0.38	1.03231973e+00	5.21562945e+00	5.96557468e+00	6.90001702e+00	7.09890323e+00	7.30268376e+00	7.34188854e+00
	0.39	1.03068922e+00	5.20083486e+00	5.94880666e+00	6.88058434e+00	7.07888440e+00	7.28205283e+00	7.32113820e+00
	0.4	1.02905242e+00	5.18593517e+00	5.93192780e+00	6.86103383e+00	7.05874627e+00	7.26130110e+00	7.30026676e+00
	0.41	1.02740656e+00	5.17093639e+00	5.91494050e+00	6.84136314e+00	7.03848546e+00	7.24042412e+00	7.27926958e+00
	0.42	1.02575443e+00	5.15582746e+00	5.89783745e+00	6.82156989e+00	7.01810065e+00	7.21942169e+00	7.25814667e+00
	0.43	1.02409541e+00	5.14060799e+00	5.88061746e+00	6.80165186e+00	6.99758941e+00	7.19829114e+00	7.23689531e+00
	0.44	1.02242796e+00	5.12527996e+00	5.86328055e+00	6.78160644e+00	6.97694856e+00	7.17702870e+00	7.21551162e+00
	0.45	1.02075304e+00	5.10983813e+00	5.84582278e+00	6.76143150e+00	6.95617634e+00	7.15563301e+00	7.19399432e+00
	0.46	1.01907089e+00	5.09427950e+00	5.82824154e+00	6.74112485e+00	6.93527068e+00	7.13410210e+00	7.17234146e+00
	0.47	1.01737985e+00	5.07860602e+00	5.81053662e+00	6.72068350e+00	6.91422797e+00	7.11243174e+00	7.15054869e+00
	0.48	1.01568119e+00	5.06281190e+00	5.79270397e+00	6.70010565e+00	6.89304692e+00	7.09062114e+00	7.12861530e+00
	0.49	1.01397496e+00	5.04689473e+00	5.77474128e+00	6.67938915e+00	6.87172538e+00	7.06866819e+00	7.10653922e+00
	0.5	1.01225852e+00	5.03085828e+00	5.75664895e+00	6.65852998e+00	6.85025839e+00	7.04656694e+00	7.08431427e+00
	0.51	1.01053375e+00	5.01469552e+00	5.73842245e+00	6.63752685e+00	6.82864538e+00	7.02431754e+00	7.06194077e+00
	0.52	1.00880083e+00	4.99840365e+00	5.72005925e+00	6.61637768e+00	6.80688433e+00	7.00191808e+00	7.03941681e+00
	0.53	1.00705912e+00	4.98270429e+00	5.70228023e+00	6.59580229e+00	6.78569486e+00	6.98008793e+00	7.01746173e+00
	0.54	1.00530741e+00	4.96617353e+00	5.68365995e+00	6.57437328e+00	6.76364914e+00	6.95739883e+00	6.99464718e+00
	0.55	1.00354686e+00	4.94950769e+00	5.66489630e+00	6.55279059e+00	6.74144755e+00	6.93455162e+00	6.97167408e+00
	0.56	1.00177682e+00	4.93270557e+00	5.64598729e+00	6.53105121e+00	6.71908686e+00	6.91154283e+00	6.94853893e+00
	0.57	9.99997649e-01	4.91576395e+00	5.62693023e+00	6.50915315e+00	6.69656523e+00	6.88837079e+00	6.92524009e+00
	0.58	9.98207560e-01	4.89953910e+00	5.60857917e+00	6.48794752e+00	6.67473313e+00	6.86588532e+00	6.90262723e+00
	0.59	9.96407724e-01	4.88233713e+00	5.58924178e+00	6.46574406e+00	6.65190077e+00	6.84239708e+00	6.87901112e+00
	0.6	9.94597555e-01	4.86498995e+00	5.56974929e+00	6.44337313e+00	6.62889828e+00	6.81873600e+00	6.85522166e+00
	0.61	9.92777169e-01	4.84749473e+00	5.55009907e+00	6.42083236e+00	6.60572340e+00	6.79489989e+00	6.83125664e+00
	0.62	9.90946470e-01	4.83082097e+00	5.53126060e+00	6.39909113e+00	6.58334545e+00	6.77185805e+00	6.80808539e+00
	0.63	9.89104740e-01	4.81304609e+00	5.51131041e+00	6.37622497e+00	6.55983974e+00	6.74768556e+00	6.78378292e+00
	0.64	9.87250868e-01	4.79511771e+00	5.49119483e+00	6.35317842e+00	6.53615045e+00	6.72332619e+00	6.75929294e+00
	0.65	9.85385227e-01	4.77810207e+00	5.47198063e+00	6.33101895e+00	6.51334519e+00	6.69984772e+00	6.73568325e+00
	0.66	9.83509323e-01	4.75987936e+00	5.45154998e+00	6.30763135e+00	6.48930931e+00	6.67513609e+00	6.71083991e+00
	0.67	9.81620837e-01	4.74149517e+00	5.43094564e+00	6.28405464e+00	6.46508103e+00	6.65022868e+00	6.68580013e+00
	0.68	9.79720207e-01	4.72411710e+00	5.41133582e+00	6.26145789e+00	6.44182960e+00	6.62629492e+00	6.66173340e+00
	0.69	9.77807839e-01	4.70542486e+00	5.39040083e+00	6.23752217e+00	6.41723627e+00	6.60101625e+00	6.63632116e+00
	0.7	9.75882022e-01	4.68656325e+00	5.36928341e+00	6.21338754e+00	6.39244050e+00	6.57553151e+00	6.61070216e+00
	0.71	9.73943219e-01	4.66880524e+00	5.34925720e+00	6.19032852e+00	6.36871701e+00	6.55111565e+00	6.58615137e+00
	0.72	9.71991999e-01	4.64962060e+00	5.32779276e+00	6.16581673e+00	6.34353765e+00	6.52524072e+00	6.56014090e+00
	0.73	9.70025497e-01	4.63025873e+00	5.30613603e+00	6.14109353e+00	6.31814280e+00	6.49914610e+00	6.53390993e+00
	0.74	9.68045932e-01	4.61210148e+00	5.28567172e+00	6.11754742e+00	6.29392176e+00	6.47422193e+00	6.50884876e+00
	0.75	9.66052539e-01	4.59240064e+00	5.26365074e+00	6.09242820e+00	6.26812410e+00	6.44771753e+00	6.48220666e+00
	0.76	9.64043232e-01	4.57251326e+00	5.24142768e+00	6.06708719e+00	6.24210043e+00	6.42098279e+00	6.45533337e+00
	0.77	9.62019863e-01	4.55393657e+00	5.22050216e+00	6.04302713e+00	6.21735417e+00	6.39552184e+00	6.42973318e+00
	0.78	9.59981873e-01	4.53369371e+00	5.19789674e+00	6.01726991e+00	6.19090707e+00	6.36835624e+00	6.40242760e+00
	0.79	9.57926419e-01	4.51484638e+00	5.17666972e+00	5.99286939e+00	6.16581200e+00	6.34253789e+00	6.37646834e+00
	0.8	9.55856297e-01	4.49423739e+00	5.15366747e+00	5.96667652e+00	6.13892095e+00	6.31491981e+00	6.34870863e+00
	0.81	9.53768986e-01	4.47342555e+00	5.13044582e+00	5.94024329e+00	6.11178504e+00	6.28705226e+00	6.32069855e+00
	0.82	9.51664365e-01	4.45412317e+00	5.10871706e+00	5.91528196e+00	6.08611655e+00	6.26064751e+00	6.29415039e+00
	0.83	9.49543523e-01	4.43292651e+00	5.08507890e+00	5.88839211e+00	6.05851547e+00	6.23230598e+00	6.26566463e+00
	0.84	9.47404236e-01	4.41151642e+00	5.06120961e+00	5.86124879e+00	6.03065611e+00	6.20370123e+00	6.23691470e+00
	0.85	9.45248109e-01	4.39173608e+00	5.03895446e+00	5.83569988e+00	6.00438694e+00	6.17668235e+00	6.20974980e+00
	0.86	9.43072976e-01	4.36992171e+00	5.01464716e+00	5.80807585e+00	5.97603775e+00	6.14757840e+00	6.18049884e+00
	0.87	9.40878054e-01	4.34983158e+00	4.99204520e+00	5.78213316e+00	5.94936476e+00	6.12014535e+00	6.15291778e+00
	0.88	9.38662343e-01	4.32759859e+00	4.96728040e+00	5.75400229e+00	5.92049815e+00	6.09051310e+00	6.12313642e+00
	0.89	9.36427738e-01	4.30513375e+00	4.94226622e+00	5.72559988e+00	5.89135527e+00	6.06059972e+00	6.09307298e+00
	0.9	9.34173263e-01	4.28452460e+00	4.91908920e+00	5.69901114e+00	5.86402104e+00	6.03248982e+00	6.06481203e+00
	0.91	9.31896538e-01	4.26161967e+00	4.89359515e+00	5.67007839e+00	5.83433701e+00	6.00202417e+00	6.03419418e+00
	0.92	9.29597308e-01	4.24067267e+00	4.87003765e+00	5.64305505e+00	5.80655658e+00	5.97345613e+00	6.00547278e+00
	0.93	9.27275898e-01	4.21731228e+00	4.84404595e+00	5.61357107e+00	5.77630986e+00	5.94241600e+00	5.97427816e+00
	0.94	9.24931264e-01	4.19369802e+00	4.81777851e+00	5.58378371e+00	5.74575382e+00	5.91106043e+00	5.94276692e+00
	0.95	9.22561580e-01	4.17218440e+00	4.79358788e+00	5.55604277e+00	5.71723769e+00	5.88173808e+00	5.91328761e+00
	0.96	9.20169458e-01	4.14809067e+00	4.76679659e+00	5.52567512e+00	5.68608929e+00	5.84977774e+00	5.88116920e+00
	0.97	9.17749104e-01	4.12372580e+00	4.73970696e+00	5.49497457e+00	5.65460056e+00	5.81746941e+00	5.84870131e+00
	0.98	9.15303684e-01	4.10161532e+00	4.71484847e+00	5.46647563e+00	5.62530713e+00	5.78734990e+00	5.81842098e+00
	0.99	9.12830183e-01	4.07674243e+00	4.68720103e+00	5.43515393e+00	5.59318369e+00	5.75439291e+00	5.78530173e+00
	1	9.10327907e-01	4.05158403e+00	4.65924093e+00	5.40348504e+00	5.56070566e+00	5.72107371e+00	5.75181880e+00
	1.01	9.07798087e-01	4.02884136e+00	4.63367113e+00	5.37417415e+00	5.53057870e+00	5.69009848e+00	5.72067845e+00
	1.02	9.05236436e-01	4.00314410e+00	4.60511653e+00	5.34183998e+00	5.49742021e+00	5.65608320e+00	5.68649641e+00
	1.03	9.02642338e-01	3.97714257e+00	4.57622702e+00	5.30913186e+00	5.46387940e+00	5.62167699e+00	5.65192176e+00
	1.04	9.00017641e-01	3.95372797e+00	4.54989627e+00	5.27894667e+00	5.43285384e+00	5.58977814e+00	5.61985294e+00
